2026-09-20 07:27:57 [INFO] ==================================================
2026-09-20 07:27:57 [INFO] Yapimaks Scraper basliyor (async)
2026-09-20 07:27:57 [INFO] ==================================================
2026-09-20 07:27:57 [INFO] Parametreler: workers=8, rate=0.8/sn, max_duration=300 dk
2026-09-20 07:27:57 [INFO] Ana sayfa ziyaret ediliyor, cookie aliniyor...
2026-09-20 07:27:58 [INFO] Cookie basariyla alindi.
2026-09-20 07:27:58 [INFO] Sitemap indiriliyor: https://yapimaks.com/sitemap/products1.xml
2026-09-20 07:27:59 [INFO] Sitemap'ten toplam 8392 urun URL'si bulundu.
2026-09-20 07:27:59 [INFO] Dunun dosyasi: 2026-09-19.csv
2026-09-20 07:27:59 [INFO] Dunun dosyasinda 8586 urun var.
2026-09-20 07:27:59 [WARNING] GUNLUK BUTCE: 3523 urun cekilmeye aday, ilk 2500 tazelenecek; kalan 1023 yarin (en bayatlar önce) devam eder (self-heal).
2026-09-20 07:27:59 [INFO] Tasinacak (degismeyen) urun: 8586 | Yeniden cekilecek: 2500
2026-09-20 07:27:59 [INFO] [8178] 'KABLO BAĞI CIRT KELEPÇE 300X4.8 BEYAZ 10' | 125.00 TL | SKU: WONDER.STW01724
2026-09-20 07:27:59 [INFO] [3219] 'EPS-50 5 CM ADET KARBONLU' | 95.00 TL | SKU: EPS.14.0021
2026-09-20 07:27:59 [INFO] [604] 'KABLO BAĞI CIRT KELEPÇE 100X2.5 SİYAH 10' | 20.00 TL | SKU: WONDER.STW01601
2026-09-20 07:28:00 [INFO] [5388] 'MASA BAĞLANTI GÖNYESİ 20X75' | 12.50 TL | SKU: BEŞEL.BA2075
2026-09-20 07:28:01 [INFO] [9506] 'ISI İLE DARALAN MAKARON KARIŞIK RENK 4CM' | 40.00 TL | SKU: TEK-İŞ.529335
2026-09-20 07:28:03 [INFO] [3050] 'ISKARPELA DÜZ 12 MM ELTA' | 396.00 TL | SKU: ELTA.5011.23.0012
2026-09-20 07:28:04 [INFO] [14505] 'KABLO BAĞI CIRT KELEPÇE 300X7.5 SİYAH 10' | 235.00 TL | SKU: WONDER.STW01638
2026-09-20 07:28:05 [INFO] [15040] 'İSKELE BAGLAMA ÇAKMA DÜBELİ M8 30 MM 1 A' | 5.00 TL | SKU: REİS.R414TB41302
2026-09-20 07:28:07 [INFO] [8330] 'İŞKENCE AĞIR TİP 40 CM ATİ0040 SAİT DEMİ' | 1365.00 TL | SKU: SD.ATİ0040
2026-09-20 07:28:08 [INFO] [5387] 'MASA BAĞLANTI GÖNYESİ 20X65' | 10.00 TL | SKU: BEŞEL.BA2065
2026-09-20 07:28:09 [INFO] [5386] 'MASA BAĞLANTI GÖNYESİ 20X55' | 10.00 TL | SKU: BEŞEL.BA2055
2026-09-20 07:28:10 [INFO] [5977] 'KABLO BAĞI CIRT KELEPÇE 350X4.8 BEYAZ 10' | 150.00 TL | SKU: WONDER.STW01725
2026-09-20 07:28:11 [INFO] [6304] 'KAPI KOLU BİLECİK K.ROZETLİ İNOX ODA' | 2085.00 TL | SKU: NOBEL.1073062900
2026-09-20 07:28:13 [INFO] [6306] 'KAPI KOLU BİLECİK K.ROZETLİ İNOX WC' | 2160.00 TL | SKU: NOBEL.1073082900
2026-09-20 07:28:14 [INFO] [8174] 'KABLO BAĞI CIRT KELEPÇE 250X3.6 BEYAZ 10' | 80.00 TL | SKU: WONDER.STW01712
2026-09-20 07:28:15 [INFO] [6300] 'KAPI KOLU ÇANKAYA D.ROZETLİ ODA İNOX KRO' | 730.00 TL | SKU: NOBEL.10330640
2026-09-20 07:28:16 [INFO] [9155] 'İSKELE BAĞLAMA ÇAKMA DÜBELİ M12 50 MM 1 ' | 16.50 TL | SKU: STD.920683800
2026-09-20 07:28:18 [INFO] [10671] 'KAPI KOLU ÇORLU D.ROZETLİ ODA PASLANMAZ ' | 395.00 TL | SKU: NOBEL.670.40620
2026-09-20 07:28:19 [INFO] [6302] 'KAPI KOLU ÇANKAYA D.ROZETLİ YALE İNOX TE' | 345.00 TL | SKU: NOBEL.10330740
2026-09-20 07:28:20 [INFO] [10662] 'KAPI KOLU ESKİŞEHİR K.ROZETLİ WC ALTIN S' | 1740.00 TL | SKU: NOBEL.KK240082209
2026-09-20 07:28:21 [INFO] [6884] 'KAPI KOLU BURSA AYNALI ODA ALTIN' | 1315.00 TL | SKU: NOBEL.KK12801209
2026-09-20 07:28:23 [INFO] [10762] 'KAPI KOLU ESKİŞEHİR K.ROZETLİ ODA ALTIN ' | 1670.00 TL | SKU: NOBEL.KK240062209
2026-09-20 07:28:24 [INFO] [8427] 'KESER MİNİ SAPLI MK0350 SAİT DEMİRCİ' | 525.00 TL | SKU: SD.MK0350
2026-09-20 07:28:25 [INFO] [10710] 'KESKİ GENİŞ 14X250X30 MM WONDER SDS PLUS' | 150.00 TL | SKU: WONDER.STW013782
2026-09-20 07:28:26 [INFO] [10708] 'KESKİ GENİŞ 18X600X50 MM WONDER SDS MAX' | 375.00 TL | SKU: WONDER.STW013782-5
2026-09-20 07:28:28 [INFO] [13285] 'İŞ MONTU ÇIKMA KOL YELEK LACİVERT 2XL' | 1490.00 TL | SKU: PERSMONT.031
2026-09-20 07:28:29 [INFO] [14819] 'ISITICI ELEKTRİKLİ QUARTZ 2100W BOSS' | 1890.00 TL | SKU: BOSS.8698896214384
2026-09-20 07:28:30 [INFO] [14502] 'KABLO BAĞI CIRT KELEPÇE 500X4.8 SİYAH 10' | 245.00 TL | SKU: WONDER.STW01636-2
2026-09-20 07:28:31 [INFO] [13382] 'KETEN SU TESiSAT' | 590.00 TL | SKU: KARPA.138
2026-09-20 07:28:33 [INFO] [2749] 'KIELDER LIGHT GRİ 15X90 2K (0,81M2)' | 263.00 TL | SKU: EGESER.150X900KLD47.END
2026-09-20 07:28:34 [INFO] [6359] 'KULP DÜĞME KÜRE 30 MM KROM ŞEFFAF' | 40.00 TL | SKU: NOBEL.1810309429
2026-09-20 07:28:35 [INFO] [6721] 'KULP ECO KARTACA MAT SİYAH 160 MM' | 55.00 TL | SKU: NOBEL.650516073
2026-09-20 07:28:37 [INFO] [6731] 'KULP GÜL ŞAHİN KROM 192 MM' | 69.00 TL | SKU: NOBEL.6655201019229
2026-09-20 07:28:38 [INFO] [8329] 'İŞKENCE AĞIR TİP 60 CM ATİ0060 SAİT DEMİ' | 1515.00 TL | SKU: SD.ATİ0060
2026-09-20 07:28:39 [INFO] [100] 'KATLANIR PİKNİK MASASI 60x90 DOĞAL' | 2450.00 TL | SKU: 2MM.020
2026-09-20 07:28:40 [INFO] [6326] 'KULP HİTİT MAT SİYAH 128 MM 125512873' | 57.00 TL | SKU: NOBEL.125512873
2026-09-20 07:28:42 [INFO] [8455] 'KESER DÖVME AHŞ. SAPLI RH09840 RTRMAX' | 875.00 TL | SKU: RTRMAX.RH09840
