2026-09-24 07:13:49 [INFO] ==================================================
2026-09-24 07:13:49 [INFO] Yapimaks Scraper basliyor (async)
2026-09-24 07:13:49 [INFO] ==================================================
2026-09-24 07:13:49 [INFO] Parametreler: workers=8, rate=0.8/sn, max_duration=300 dk
2026-09-24 07:13:49 [INFO] Ana sayfa ziyaret ediliyor, cookie aliniyor...
2026-09-24 07:13:53 [INFO] Cookie basariyla alindi.
2026-09-24 07:13:53 [INFO] Sitemap indiriliyor: https://yapimaks.com/sitemap/products1.xml
2026-09-24 07:13:54 [INFO] Sitemap'ten toplam 8378 urun URL'si bulundu.
2026-09-24 07:13:54 [INFO] Dunun dosyasi: 2026-09-23.csv
2026-09-24 07:13:54 [INFO] Dunun dosyasinda 8599 urun var.
2026-09-24 07:13:54 [INFO] GUNLUK BUTCE: 246 urun aday — hepsi bu koşuda tazelenir.
2026-09-24 07:13:54 [INFO] Tasinacak (degismeyen) urun: 8599 | Yeniden cekilecek: 246
2026-09-24 07:13:54 [INFO] [15935] 'PRİZ 4 LÜ 1.5 M ŞOK KORUMALI ANAHTARLI Ç' | 1435.00 TL | SKU: VİKO.90117630
2026-09-24 07:13:54 [INFO] [13477] 'NEM BARİYERİ 120GR-3KAT-MAVİ DARKSS (150' | 28.00 TL | SKU: DARKSS.NBM.120
2026-09-24 07:13:54 [INFO] [15923] 'MERDİVEN 2X15 A TİP  SÜRGÜLÜ ENDÜSTRİYEL' | 11750.00 TL | SKU: SARAYLI.7215A
2026-09-24 07:13:55 [WARNING] [https://yapimaks.com/ray-spot-40w-4000k-9005-siyah-kasa-masialux-p13935] Urun parse hatasi (deneme 1/3): API yanitinda fiyat bulunamadi
2026-09-24 07:13:57 [INFO] [488] 'AGT PARKE EFFECT URAL 8 MM (1,8336m2)' | 980.00 TL | SKU: AGT.120029608
2026-09-24 07:13:58 [INFO] [14894] 'ŞERİT LED TRAFOSU 12,5A 150W SLİM FANSIZ' | 165.00 TL | SKU: CATA.CT2675
2026-09-24 07:13:59 [INFO] [14932] 'JENERATÖR BENZİNLİ 9.4 KVA MONOFAZE KGL1' | 39900.00 TL | SKU: FACTOR.FACKGL10000CE
2026-09-24 07:14:00 [WARNING] [https://yapimaks.com/ray-spot-40w-4000k-9005-siyah-kasa-masialux-p13935] Urun parse hatasi (deneme 2/3): API yanitinda fiyat bulunamadi
2026-09-24 07:14:02 [INFO] [4263] '0.40*86*400 TRAPEZ' | 740.00 TL | SKU: GLV.SAC.040.4000
2026-09-24 07:14:03 [INFO] [12445] 'PRİZ 6 LI 1.5 M ŞOK KORUMALI ANAHTARLI Ç' | 1155.00 TL | SKU: VİKO.90117632
2026-09-24 07:14:04 [INFO] [14387] '25*25*2.00 MM KUTU PROFİL(ANTİPASLI)' | 360.17 TL | SKU: DEM.PRF.397
2026-09-24 07:14:05 [INFO] [15817] "BATARYA AÇIK KOL 40'LIK" | 130.00 TL | SKU: GMS.ZM004
2026-09-24 07:14:07 [WARNING] [https://yapimaks.com/ray-spot-40w-4000k-9005-siyah-kasa-masialux-p13935] Urun parse hatasi (deneme 3/3): API yanitinda fiyat bulunamadi
2026-09-24 07:14:07 [ERROR] [https://yapimaks.com/ray-spot-40w-4000k-9005-siyah-kasa-masialux-p13935] Tum denemeler basarisiz: API yanitinda fiyat bulunamadi
