id,category,shown_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Avokado İthal Adet,Meyve ve Sebze,84.9,01,,0.0,,
Bakla Taze - 500 Gr.,Meyve ve Sebze,42.45,01,,6.257822277847308,0.0,-45.54201411161001
Biber Dolmalık - 500 Gr.,Meyve ve Sebze,41.45,01,,-52.05320994794679,-56.34544497103738,-58.529264632316156
Biber Kırmızı - 500 Gr.,Meyve ve Sebze,107.45,01,,13.164823591363875,-12.249897917517353,10.26167265264238
Biber Kırmızı Şili Acı - 500 Gr.,Meyve ve Sebze,124.95,01,,-21.881838074398242,-21.881838074398242,-5.66251415628538
Biber Köy - 500 Gr.,Meyve ve Sebze,41.45,01,,-30.85904920767306,-49.727107337780474,-62.30104592996817
Biber Sivri - 500 Gr.,Meyve ve Sebze,41.45,01,,-30.85904920767306,-50.625372245384156,-58.529264632316156
Biber Tatlı - 500 Gr.,Meyve ve Sebze,39.95,01,,-5.889281507656065,-44.858523119392686,-50.03126954346466
Çilek - 500 Gr.,Meyve ve Sebze,87.45,01,,20.703933747412005,16.67778519012675,
Dereotu Demet,Meyve ve Sebze,11.9,01,,33.70786516853933,0.0,0.0
Domates - 500 Gr.,Meyve ve Sebze,84.95,01,,-5.558643690939411,3.0321406913280775,36.028823058446754
Domates Cherry - 500 Gr.,Meyve ve Sebze,102.45,01,,-30.518819938962356,-24.08299370137087,-16.67344448962993
Domates Pembe - 500 Gr.,Meyve ve Sebze,89.95,01,,-12.201073694485116,-1.6402405686167305,16.139444803098772
Domates Salkım - 500 Gr.,Meyve ve Sebze,69.95,01,,0.0,3.7064492216456637,16.680567139282733
Elma Golden - 500 Gr.,Meyve ve Sebze,69.95,01,,0.0,16.680567139282733,0.0
Elma Granny Smith - 500 Gr.,Meyve ve Sebze,84.95,01,,0.0,0.0,2.4110910186859553
Elma Starking - 500 Gr.,Meyve ve Sebze,67.45,01,,12.51042535446205,12.51042535446205,12.51042535446205
Enginar Adet,Meyve ve Sebze,44.9,01,,12.531328320802004,-6.263048016701461,-18.214936247723134
Erik - 500 Gr.,Meyve ve Sebze,219.95,01,,0.0,,
Fasulye Ayşe Kadın - 500 Gr.,Meyve ve Sebze,77.95,01,,,-37.61504601840736,
Fasulye Çalı - 500 Gr.,Meyve ve Sebze,60.95,01,,6.092254134029591,-34.07247160627366,-53.09734513274336
Havuç - 500 Gr.,Meyve ve Sebze,24.95,01,,31.6622691292876,0.0,35.23035230352304
Hindistan Cevizi,Meyve ve Sebze,122.9,01,,0.0,0.0,0.0
Kabak - 500 Gr.,Meyve ve Sebze,23.95,01,,6.6815144766147,-4.008016032064128,-26.19414483821264
Kabak Girit - 500 Gr.,Meyve ve Sebze,74.95,01,,3.450655624568668,,
Kabak Top - 500 Gr.,Meyve ve Sebze,59.95,01,,4.351610095735422,9.099181073703367,
Karpuz - 10 Kg.,Meyve ve Sebze,849.0,01,,6.25782227784731,16.46090534979424,6.25782227784731
Kavun - 5 Kg.,Meyve ve Sebze,874.5,01,,-14.641288433382138,-25.54278416347382,
Kivi - 500 Gr.,Meyve ve Sebze,97.45,01,,0.0,5.408328826392644,2.632964718272775
"Lahana - 2,5 Kg.",Meyve ve Sebze,137.25,01,,10.02004008016032,83.61204013377926,175.87939698492463
"Lahana Kırmızı - 1,5 Kg.",Meyve ve Sebze,224.85,01,,50.050050050050054,100.13351134846462,295.5145118733509
Limon - 500 Gr.,Meyve ve Sebze,77.45,01,,19.24557351809084,19.24557351809084,19.24557351809084
Malta Eriği (Yeni Dünya) - 500 Gr.,Meyve ve Sebze,139.95,01,,-17.6522506619594,,
Manav Alabaş Turp (Kohlrabi) - 1 Kg.,Meyve ve Sebze,52.9,01,,6.012024048096193,10.438413361169102,6.012024048096193
Manav Erüst Atıştırmalık Domates 250 Gr,Meyve ve Sebze,129.9,01,,0.0,0.0,78.18930041152264
Manav Erüst Çıtır Marul 100 Gr,Meyve ve Sebze,174.9,01,,0.0,,
Manav Erüst Dağ Salata Kekikli 125 Gr,Meyve ve Sebze,199.9,01,,,0.0,
Manav Erüst Deniz Salata Fesleğenli 125 Gr,Meyve ve Sebze,199.9,01,,,0.0,
Manav Erüst Maskolin 150 Gr,Meyve ve Sebze,199.9,01,,0.0,0.0,
Manav Erüst Mini Havuç 250 Gr,Meyve ve Sebze,199.9,01,,,0.0,
Manav Erüst Taze Fesleğen 25 Gr,Meyve ve Sebze,149.9,01,,0.0,0.0,
Manav Verita Zencefil 250 Gr,Meyve ve Sebze,94.9,01,,0.0,,0.0
Manav Zerdeçal 100 Gr (Paket),Meyve ve Sebze,74.9,01,,0.0,,15.408320493066254
Mango Adet,Meyve ve Sebze,99.9,01,,0.0,0.0,0.0
Mantar Paket 400 Gr,Meyve ve Sebze,92.9,01,,0.0,0.0,0.0
Marul Adet,Meyve ve Sebze,84.9,01,,0.0,0.0,26.905829596412556
Marul Iceberg Adet,Meyve ve Sebze,104.9,01,,9.384775808133472,-16.679904686258933,-16.679904686258933
Marul Kıvırcık Adet,Meyve ve Sebze,84.9,01,,0.0,0.0,-5.561735261401557
Maydanoz Demet,Meyve ve Sebze,11.9,01,,33.70786516853933,0.0,0.0
Muz İthal - 500 Gr.,Meyve ve Sebze,82.45,01,,-5.717552887364208,-8.337965536409115,0.0
Muz Yerli - 500 Gr.,Meyve ve Sebze,64.95,01,,18.198362147406733,13.054830287206265,30.03003003003003
Nane Demet,Meyve ve Sebze,11.9,01,,33.70786516853933,0.0,
Nektar Kırmızı - 500 Gr.,Meyve ve Sebze,109.95,01,,-18.525379770285284,,
Patates - 500 Gr.,Meyve ve Sebze,17.45,01,,0.0,0.0,6.079027355623101
Patlıcan - 500 Gr.,Meyve ve Sebze,16.45,01,,10.033444816053512,-37.80718336483932,-63.40378197997776
Patlıcan Topan - 500 Gr.,Meyve ve Sebze,16.45,01,,-8.356545961002785,-28.32244008714597,-72.5604670558799
Portakal Sıkmalık - 500 Gr.,Meyve ve Sebze,24.95,01,,16.317016317016318,11.1358574610245,42.97994269340975
Roka Demet,Meyve ve Sebze,11.9,01,,33.70786516853933,0.0,0.0
Salatalık - 500 Gr.,Meyve ve Sebze,22.95,01,,-8.016032064128256,-8.016032064128256,-52.13764337851929
Salatalık Silör - 500 Gr.,Meyve ve Sebze,29.95,01,,30.501089324618736,0.0,-40.04004004004004
Sarımsak Paket 250 Gr,Meyve ve Sebze,114.9,01,,0.0,0.0,0.0
Soğan Kırmızı - 500 Gr.,Meyve ve Sebze,57.45,01,,35.33568904593639,35.33568904593639,53.40453938584779
Soğan Kuru - 500 Gr.,Meyve ve Sebze,10.95,01,,0.0,0.0,29.585798816568047
Soğan Taze - 500 Gr.,Meyve ve Sebze,57.45,01,,-4.170141784820683,15.015015015015015,-11.547344110854503
Soğan Yahnilik - 500 Gr.,Meyve ve Sebze,74.95,01,,0.0,0.0,11.11934766493699
Verita Altın Çilek 100 GR,Meyve ve Sebze,99.9,01,,0.0,0.0,-9.099181073703367
Verita Demirhindi 225 Gr,Meyve ve Sebze,234.9,01,,0.0,0.0,2.1748586341887775
Verita Lime 3' lü Paket,Meyve ve Sebze,89.9,01,,0.0,,-10.01001001001001
Verita Yaban Mersini 125 Gr,Meyve ve Sebze,259.9,01,,0.0,0.0,0.0
Zencefil - 500 Gr.,Meyve ve Sebze,122.45,01,,0.0,0.0,-9.262689885142636
Akdeniz Toros Bütün Piliç (Donuk Olarak Satılır) - 2 Kg.,Et ve Tavuk,539.8,01,,0.0,0.0,12.505210504376812
Akdeniz Toros Dana Burger 360 Gr,Et ve Tavuk,569.9,01,,0.0,0.0,0.0
Akdeniz Toros Dana kangal Sucuk (Acısız) 200 Gr,Et ve Tavuk,349.9,01,,0.0,0.0,0.0
Akdeniz Toros Dana Sosis 5'li 250 Gr,Et ve Tavuk,329.9,01,,0.0,0.0,
Akdeniz Toros Gezen Tavuk Bütün (Donuk Olarak Satılır) - 2 Kg.,Et ve Tavuk,599.8,01,,0.0,0.0,0.0
Akdeniz Toros Kıyma Döner (Pişmiş) 250 Gr (Donuk Olarak Satılır),Et ve Tavuk,429.9,01,,0.0,0.0,0.0
Akdeniz Toros Piliç Baget (Donuk Olarak Satılır) - 1 Kg.,Et ve Tavuk,299.9,01,,0.0,0.0,7.145409074669526
Akdeniz Toros Piliç Bonfile (Donuk Olarak Satılır) - 1 Kg.,Et ve Tavuk,459.9,01,,0.0,0.0,4.546487838145033
Akdeniz Toros Piliç But (Donuk Olarak Satılır) - 1 Kg.,Et ve Tavuk,259.9,01,,0.0,0.0,13.049151805132652
Akdeniz Toros Piliç Izgara Tava (Donuk Olarak Satılır) - 1 Kg.,Et ve Tavuk,359.9,01,,0.0,0.0,
Akdeniz Toros Piliç Kanat (Donuk Olarak Satılır) - 1 Kg.,Et ve Tavuk,529.9,01,,0.0,0.0,10.418837257762034
Akdeniz Toros Piliç Kangal Sucuk 250 Gr,Et ve Tavuk,189.9,01,,0.0,0.0,0.0
Akdeniz Toros Piliç Nuggut 500 Gr,Et ve Tavuk,279.9,01,,0.0,0.0,0.0
Akdeniz Toros Tavuk Döner (Pişmiş) 250 Gr (Donuk Olarak Satılır),Et ve Tavuk,189.9,01,,0.0,0.0,0.0
Akdeniz Toros Tavuk Izgara Şiş (Donuk Olarak Satılır) - 1 Kg.,Et ve Tavuk,649.9,01,,0.0,0.0,10.1712154602475
Apikoğlu Dana Antrikot Pastırma 70 Gr,Et ve Tavuk,259.9,01,,0.0,0.0,30.01500750375186
Apikoğlu Dana Çemeni Sıyrılmış Pastırma 90 GR,Et ve Tavuk,519.0,01,,0.0,0.0,7.010309278350515
Apikoğlu Dana Kangal Sucuk 280 Gr,Et ve Tavuk,749.9,01,,0.0,0.0,0.0
Apikoğlu Dana Parmak Sucuk - 500 Gr.,Et ve Tavuk,1199.5,01,,0.0,0.0,0.0
