product-name,product-price,Tarih,UrunID
Siyah 2x2 Ekmek Kızartma Makinesi,14400.0,2026-05-12,747809
Airwrap Co-anda 2x™ Saç Şekillendirme ve Kurutma Seti (Jasper Plum),34999.0,2026-05-12,1854494
RD545 Innerscan Pro Segmental Vücut Analizi Akıllı Dijital Tartı,141896.0,2026-05-12,1865379
"RBS6000 Segmental Vücut Analizi Multi-BIA Yağ, Sıvı, Kas Ölçer 8 Elektrotlu Akıllı Tartı",5999.0,2026-05-12,1607097
PlayStation 5 Slim Digital Edition 825 GB SSD Oyun Konsolu + 2. PS5 Kol  + PS5 Şarj İstasyonu (Yeni Sürüm),38143.3,2026-05-12,1391497
Beosound A9 Altın Rengi Multiroom Kablosuz Hoparlör,256499.0,2026-05-12,1801090
Silk Expert Pro 5 Venus PL5146 Çanta ve 2 Başlıklı IPL Lazer Epilasyon Aleti,19479.0,2026-05-12,1483234
Fast Platinum Vücut Analiz Tartısı,233480.0,2026-05-12,1714047
Air Sense X Purifier Hava Temizleyici,44964.0,2026-05-12,1733483
Gri Türk Kahvesi Makinesi,16750.0,2026-05-12,1853888
Buhar Basınçlı Antibakteriyel Kırık Beyaz Paspas ve Mop Seti,2999.0,2026-05-12,1544830
FS1000 Seyahat Boy Kablosuz Mini Yüz Epilatörü + Temizleme Fırçası ve Pil,1299.0,2026-05-12,1257395
Air Flow 3 in 1 Purifier Hava Temizleyici,45398.0,2026-05-12,1733489
PlayStation VR2 PS5 Sanal Gerçeklik Gözlüğü,26999.0,2026-05-12,1387958
Air Sense Purifier Hava Temizleyici,40968.0,2026-05-12,1733493
Spot+Scrub™ Ai Islak ve Kuru Temizleme Özellikli Robot Süpürge,49999.0,2026-05-12,1916229
FlexStyle 3-in-1 Stone Saç Kurutma Şekillendirme Sistemi,8999.0,2026-05-12,1917519
Instax 20'li Film Tüm Mini Makineler ile Uyumlu,1249.0,2026-05-12,1806616
V12 Detect Slim Absolute Kablosuz Dikey Süpürge,32999.0,2026-05-12,1320693
Rhythm Sole Ayak Masaj Aleti,33283.0,2026-05-12,1733496
A2024 Yeni Seri 3 Milyon Atım 3 Başlık Ultra Hızlı IPL Epilasyon Cihazı,10699.0,2026-05-12,1893841
Rhythm Ease Masaj Tabancası,14851.0,2026-05-12,1733498
Dem-cf15w Saç Kurutma Ve Fön Makinesi ,1110.0,2026-05-12,1369543
FM 120 Shiatsu Ayak Masaj Aleti,27990.0,2026-05-12,1248322
Meta Quest 3S 128GB Beyaz VR Sanal Gerçeklik Gözlüğü ,24499.0,2026-05-12,1620046
150-200 Adet Kabinet Puro Dolabı RA-999,150676.9,2026-05-12,1557049
IPL9850 PureCare 3.000.000 Atımlı Buz Lazer Epilasyon Cihazı,23999.0,2026-05-12,1660352
S8540 230 Derece Keratin Saç Düzleştirici,2999.0,2026-05-12,1846503
Classica Solo Şarap Dolabı 368 Lt,208640.0,2026-05-12,1938830
"Combi All-in-One Multicooker Fırın ve Az Yağlı Pişirici 12,5 lt",15999.0,2026-05-12,1861268
PSP Playstation Portal Remote Oyun Konsolu,16648.45,2026-05-12,1485096
StainStriker Pet Başlıklı Leke Çıkarma ve Koltuk Yıkama Makinesi,6999.0,2026-05-12,1742098
HR 2000 Burun ve Kulak Tüyü Düzelticisi,5100.0,2026-05-12,1453203
50's Style Bella Casa Black+ 6 Parça Wedding Set,91500.0,2026-05-12,1967758
PlayStation 5 Slim Digital Edition 825 GB SSD Oyun Konsolu + 2. PS5 Kol Kırmızı+ PS5 Şarj İstasyonu (Yeni Sürüm),40411.34,2026-05-12,1874282
50's Style Bella Casa Krem 6 Parça Wedding Set,91500.0,2026-05-12,1934131
Mozart 1 Pro Akıllı Projeksiyon Cihazı,20999.0,2026-05-12,1828913
Pro Express Protect GV9230 Buhar Kazanlı Ütü,12999.0,2026-05-12,1369580
KBOV.2001.GR Icona Vintage Serisi Gizli Rezistanslı Kettle 1.7 Lt,6822.4,2026-05-12,1900624
Alex Gyroscope Beyaz 1288h Moplu ve Akıllı Robot Süpürge ,7999.0,2026-05-12,1927380
Cinetic Big Ball Absolute 2 Elektrikli Süpürge,19999.0,2026-05-12,1343990
P-KE6 Bej Karaoke Party Hoparlör ve 2 Mikrofon Set,4285.0,2026-05-12,1865307
JetBoots Pro Plus Kablosuz Kompresyon Botu,63900.0,2026-05-12,1748958
P-KE2 Mavi Su Geçirmez Çocuk Su Altı Kamerası ,2999.0,2026-05-12,1805887
SES881 BSS The Barista Touch™️Impress Espresso Kahve Makinesi,129999.0,2026-05-12,1528755
