product-name,product-price,Tarih,UrunID
PlayStation 5 Slim Digital Edition 825 GB SSD Oyun Konsolu + 2. PS5 Kol  + PS5 Şarj İstasyonu (Yeni Sürüm),38143.3,2026-05-18,1391497
Silk Expert Pro 5 Venus PL5146 Çanta ve 2 Başlıklı IPL Lazer Epilasyon Aleti,19999.0,2026-05-18,1483234
Fast Platinum Vücut Analiz Tartısı,233480.0,2026-05-18,1714047
"ThinkPad E14 Gen7 Ultra 7 255H 32 GB RAM 1 TB SSD 14"" WUXGA FreeDos Laptop 21SX007FTX ",77000.0,2026-05-18,1897343
Buhar Basınçlı Antibakteriyel Kırık Beyaz Paspas ve Mop Seti,2999.0,2026-05-18,1544830
Instax 20'li Film Tüm Mini Makineler ile Uyumlu,1249.0,2026-05-18,1806616
V12 Detect Slim Absolute Kablosuz Dikey Süpürge,35999.0,2026-05-18,1320693
Service Solo 49 Şişe Kapasiteli Şarap Dolabı ECS512Z,89990.0,2026-05-18,1491592
Supersonic Nural™ Saç Kurutma Makinesi (Prusya mavisi/Parlak bakır),24999.0,2026-05-18,1804594
FS1000 Seyahat Boy Kablosuz Mini Yüz Epilatörü + Temizleme Fırçası ve Pil,1299.0,2026-05-18,1257395
Guard S1 Junior Terra Red Toz Torbalı Süpürge,11193.0,2026-05-18,1692491
PlayStation VR2 PS5 Sanal Gerçeklik Gözlüğü,26999.0,2026-05-18,1387958
IPL9850 PureCare 3.000.000 Atımlı Buz Lazer Epilasyon Cihazı,23999.0,2026-05-18,1660352
P-KE2 Mavi Su Geçirmez Çocuk Su Altı Kamerası ,2999.0,2026-05-18,1805887
Classica Solo Şarap Dolabı 368 Lt,208640.0,2026-05-18,1938830
Airwrap Co-anda 2x™ Saç Şekillendirme ve Kurutma Seti (Jasper Plum),34999.0,2026-05-18,1854494
Cinetic Big Ball Absolute 2 Elektrikli Süpürge,19999.0,2026-05-18,1343990
StainStriker Pet Başlıklı Leke Çıkarma ve Koltuk Yıkama Makinesi,6999.0,2026-05-18,1742098
Mozart 1 Pro Akıllı Projeksiyon Cihazı,20999.0,2026-05-18,1828913
RC9588 KeratinCare 25 mm Otomatik Saç Maşası,3999.0,2026-05-18,1929880
JetBoots Pro Plus Kablosuz Kompresyon Botu,63900.0,2026-05-18,1748958
50's Style Bella Casa Black+ 6 Parça Wedding Set,91500.0,2026-05-18,1967758
S8540 230 Derece Keratin Saç Düzleştirici,2999.0,2026-05-18,1846503
FM 120 Shiatsu Ayak Masaj Aleti,29500.0,2026-05-18,1248322
FlexStyle 3-in-1 Stone Saç Kurutma Şekillendirme Sistemi,9999.0,2026-05-18,1917519
HR 2000 Burun ve Kulak Tüyü Düzelticisi,5100.0,2026-05-18,1453203
"RBS6000 Segmental Vücut Analizi Multi-BIA Yağ, Sıvı, Kas Ölçer 8 Elektrotlu Akıllı Tartı",5999.0,2026-05-18,1607097
SES881 BSS The Barista Touch™️Impress Espresso Kahve Makinesi,129999.0,2026-05-18,1528755
"ThinkPad X1 Carbon Gen 13 Aura Edition Ultra 7 32GB Ram 1TB SSD 14"" 258V 2.8K Oled Windows 11 Pro Laptop 21NS004MTX",136000.0,2026-05-18,1841471
Beosound A9 Altın Rengi Multiroom Kablosuz Hoparlör,256499.0,2026-05-18,1801090
Gri Türk Kahvesi Makinesi,16750.0,2026-05-18,1853888
Glam Gold 5 Başlıklı Düz Dalgalı ve Bukleli Çok Amaçlı Saç Şekillendirici ,19999.0,2026-05-18,1900704
Pro Express Protect GV9230 Buhar Kazanlı Ütü,12999.0,2026-05-18,1369580
V16 Piston Animal Submarine™ Islak Kuru Kablosuz Süpürge (Mat Siyah/Bakır),52999.0,2026-05-18,1853749
KBOV.2001.GR Icona Vintage Serisi Gizli Rezistanslı Kettle 1.7 Lt,6940.1,2026-05-18,1900624
Spot+Scrub™ Ai Islak ve Kuru Temizleme Özellikli Robot Süpürge,59999.0,2026-05-18,1916229
Dustrider 1261H Şarjlı Dikey Süpürge,3999.0,2026-05-18,1754807
Meta Quest 3S 128GB Beyaz VR Sanal Gerçeklik Gözlüğü ,24499.0,2026-05-18,1620046
A2024 Yeni Seri 3 Milyon Atım 3 Başlık Ultra Hızlı IPL Epilasyon Cihazı,10699.0,2026-05-18,1893841
PSP Playstation Portal Remote Oyun Konsolu,16648.45,2026-05-18,1485096
50's Style Bella Casa Krem 6 Parça Wedding Set,93500.0,2026-05-18,1934131
6000 Serisi XC6552/01 Kablosuz Dikey Süpürge,10799.0,2026-05-18,1693656
Airwrap i.d.™ Saç Şekillendirme ve Kurutma Seti (Ceramic Apricot),27999.0,2026-05-18,1966211
PS8 1TB Portable 1050MB/S-1000MB/S USB 3.2 Gen 2 Taşınabilir SSD GXB1M24160,5999.0,2026-05-18,1840442
3000 Serisi Çift Hazneli Airfryer NA350/00 9 lt Yağsız Fritöz,6799.0,2026-05-18,1689844
 Xbox Series X 1TB Digital Edition Oyun Konsolu,39999.0,2026-05-18,1750937
PlayStation 5 Slim Digital Edition 825 GB SSD Oyun Konsolu + 2. PS5 Kol Kırmızı+ PS5 Şarj İstasyonu (Yeni Sürüm),40411.34,2026-05-18,1874282
Vali 1 900 ANSI Lümen Android TV Dahili Standlı Projeksiyon Cihazı ,13999.0,2026-05-18,1828878
Star Wars-Grogu in Pram Figürlü Lisanslı Mini Bluetooth Hoparlör,1599.0,2026-05-18,1911411
Fast Vücut Analiz Tartısı,233480.0,2026-05-18,1839976
RD 953 Platinum Bluetooth Vücut Analizi Akıllı Dijital Tartı,42709.0,2026-05-18,1714043
Prive Akıllı Vücut Analiz Tartısı,240000.0,2026-05-18,1799557
Altın Rengi Karbon 10.000 Mah Powerbank P-Pb5  ,3499.0,2026-05-18,1865330
Instax Mini 12 Mavi Fotoğraf Makinesi + Fotoğraf Çerçeve Seti,6799.0,2026-05-18,1549662
Beosound A9 Altın Rengi Multiroom Kablosuz Hoparlör,256499.0,2026-05-18,1801090
"Combi All-in-One Multicooker Fırın ve Az Yağlı Pişirici 12,5 lt",15999.0,2026-05-18,1861268
"Artisan 5KSM175PS Candy Apple Stand Mikser 4,8 lt",47999.0,2026-05-18,1173965
WQG25201TR Serie 4 Beyaz 10 kg Isı Pompalı Kurutma Makinesi,33999.0,2026-05-18,1863090
Beosound A9 5.G Natural Aluminium B Bluetooth Hoparlör,284969.0,2026-05-18,1803095
